Gene stable ID	Transcript stable ID	TAIR ID	TAIR Gene Name ID
AT3G01930	AT3G01930.3	AT3G01930	
AT3G01930	AT3G01930.1	AT3G01930	
AT1G09500	AT1G09500.2	AT1G09500	
AT1G09500	AT1G09500.1	AT1G09500	
AT1G09500	AT1G09500.3	AT1G09500	
AT3G23030	AT3G23030.1	AT3G23030	IAA2
AT3G23030	AT3G23030.2	AT3G23030	IAA2
AT5G43170	AT5G43170.1	AT5G43170	AZF3
AT4G02340	AT4G02340.1	AT4G02340	
AT1G06510	AT1G06510.1	AT1G06510	
AT5G25960	AT5G25960.1	AT5G25960	
AT4G11970	AT4G11970.7	AT4G11970	
AT4G11970	AT4G11970.4	AT4G11970	
AT4G11970	AT4G11970.3	AT4G11970	
AT4G11970	AT4G11970.6	AT4G11970	
AT4G11970	AT4G11970.5	AT4G11970	
AT4G11970	AT4G11970.2	AT4G11970	
AT4G11970	AT4G11970.1	AT4G11970	
AT5G26170	AT5G26170.1	AT5G26170	WRKY50
AT3G50910	AT3G50910.1	AT3G50910	
AT5G58070	AT5G58070.1	AT5G58070	ATTIL
AT4G16855	AT4G16855.1	AT4G16855	
AT4G16855	AT4G16855.2	AT4G16855	
AT1G19270	AT1G19270.2	AT1G19270	DA1
AT1G19270	AT1G19270.1	AT1G19270	DA1
ATMG00730	ATMG00730.1	ATMG00730	COX3
AT4G39920	AT4G39920.1	AT4G39920	POR
AT5G62623	AT5G62623.1	AT5G62623	
AT1G32975	AT1G32975.1	AT1G32975	
AT1G14350	AT1G14350.4	AT1G14350	FLP
AT1G14350	AT1G14350.3	AT1G14350	FLP
AT1G14350	AT1G14350.1	AT1G14350	FLP
AT1G14350	AT1G14350.2	AT1G14350	FLP
AT1G10380	AT1G10380.1	AT1G10380	
AT1G10380	AT1G10380.2	AT1G10380	
AT2G23410	AT2G23410.1	AT2G23410	ACPT
AT1G26170	AT1G26170.1	AT1G26170	
AT1G08165	AT1G08165.1	AT1G08165	
AT3G51800	AT3G51800.2	AT3G51800	ATG2
AT3G51800	AT3G51800.1	AT3G51800	ATG2
AT3G51800	AT3G51800.3	AT3G51800	ATG2
AT1G77930	AT1G77930.2	AT1G77930	
AT1G77930	AT1G77930.3	AT1G77930	
AT1G77930	AT1G77930.1	AT1G77930	
AT1G60900	AT1G60900.1	AT1G60900	
AT5G52110	AT5G52110.2	AT5G52110	HCF208
AT5G52110	AT5G52110.1	AT5G52110	HCF208
AT5G44680	AT5G44680.1	AT5G44680	
AT2G27080	AT2G27080.2	AT2G27080	
AT2G27080	AT2G27080.1	AT2G27080	
AT5G39750	AT5G39750.1	AT5G39750	EMB3008
AT1G33640	AT1G33640.1	AT1G33640	
AT3G24506	AT3G24506.1	AT3G24506	
AT1G74170	AT1G74170.1	AT1G74170	AtRLP13
AT1G74170	AT1G74170.2	AT1G74170	AtRLP13
AT1G51890	AT1G51890.5	AT1G51890	
AT1G51890	AT1G51890.4	AT1G51890	
AT1G51890	AT1G51890.3	AT1G51890	
AT1G51890	AT1G51890.2	AT1G51890	
AT1G51890	AT1G51890.1	AT1G51890	
AT1G38065	AT1G38065.1	AT1G38065	
AT1G38065	AT1G38065.2	AT1G38065	
AT5G06250	AT5G06250.5	AT5G06250	
AT5G06250	AT5G06250.4	AT5G06250	
AT5G06250	AT5G06250.1	AT5G06250	
AT5G06250	AT5G06250.3	AT5G06250	
AT5G06250	AT5G06250.2	AT5G06250	
AT4G22485	AT4G22485.1	AT4G22485	
AT3G21250	AT3G21250.3	AT3G21250	MRP6
AT3G21250	AT3G21250.2	AT3G21250	MRP6
AT3G21250	AT3G21250.1	AT3G21250	MRP6
AT3G21250	AT3G21250.6	AT3G21250	MRP6
AT3G21250	AT3G21250.4	AT3G21250	MRP6
AT3G21250	AT3G21250.5	AT3G21250	MRP6
AT3G21250	AT3G21250.3	AT3G21250	ATMRP6
AT3G21250	AT3G21250.2	AT3G21250	ATMRP6
AT3G21250	AT3G21250.1	AT3G21250	ATMRP6
AT3G21250	AT3G21250.6	AT3G21250	ATMRP6
AT3G21250	AT3G21250.4	AT3G21250	ATMRP6
AT3G21250	AT3G21250.5	AT3G21250	ATMRP6
AT3G55513	AT3G55513.1		
AT2G41240	AT2G41240.2	AT2G41240	BHLH100
AT2G41240	AT2G41240.1	AT2G41240	BHLH100
AT2G10920	AT2G10920.1	AT2G10920	
AT2G40095	AT2G40095.2	AT2G40095	
AT2G40095	AT2G40095.1	AT2G40095	
AT2G40095	AT2G40095.3	AT2G40095	
AT1G72100	AT1G72100.1	AT1G72100	
AT2G37690	AT2G37690.1	AT2G37690	
AT3G47870	AT3G47870.1	AT3G47870	SCP
AT1G72990	AT1G72990.4	AT1G72990	BGAL17
AT1G72990	AT1G72990.2	AT1G72990	BGAL17
AT1G72990	AT1G72990.3	AT1G72990	BGAL17
AT1G72990	AT1G72990.1	AT1G72990	BGAL17
AT4G16810	AT4G16810.1	AT4G16810	
AT5G64890	AT5G64890.1	AT5G64890	PROPEP2
AT5G51190	AT5G51190.1	AT5G51190	
AT1G75770	AT1G75770.1	AT1G75770	
AT2G02835	AT2G02835.1	AT2G02835	
AT5G53250	AT5G53250.1	AT5G53250	AGP22
AT4G20110	AT4G20110.2	AT4G20110	VSR7
AT4G20110	AT4G20110.1	AT4G20110	VSR7
AT3G15630	AT3G15630.1	AT3G15630	
AT5G36360	AT5G36360.1	AT5G36360	
AT1G21528	AT1G21528.1	AT1G21528	
AT3G45440	AT3G45440.1	AT3G45440	
AT3G45440	AT3G45440.4	AT3G45440	
AT3G45440	AT3G45440.2	AT3G45440	
AT3G45440	AT3G45440.3	AT3G45440	
AT1G26530	AT1G26530.1	AT1G26530	
AT2G34260	AT2G34260.2	AT2G34260	
AT2G34260	AT2G34260.1	AT2G34260	
AT3G24860	AT3G24860.1	AT3G24860	
AT5G03490	AT5G03490.1	AT5G03490	
AT4G13968	AT4G13968.1	AT4G13968	
AT3G02677	AT3G02677.1		
AT4G32720	AT4G32720.1	AT4G32720	AtLa1
AT4G32720	AT4G32720.2	AT4G32720	AtLa1
AT1G73540	AT1G73540.1	AT1G73540	atnudt21
AT3G02320	AT3G02320.1	AT3G02320	
AT5G57560	AT5G57560.1	AT5G57560	TCH4
AT5G02400	AT5G02400.1	AT5G02400	PLL2
AT1G63300	AT1G63300.1	AT1G63300	
AT3G24040	AT3G24040.1	AT3G24040	
AT5G34882	AT5G34882.1	AT5G34882	
AT2G25370	AT2G25370.2	AT2G25370	
AT2G25370	AT2G25370.1	AT2G25370	
AT3G54670	AT3G54670.1	AT3G54670	TTN8
AT5G59080	AT5G59080.1	AT5G59080	
AT5G59080	AT5G59080.2	AT5G59080	
AT4G03156	AT4G03156.1	AT4G03156	
AT3G61580	AT3G61580.1	AT3G61580	
AT5G36450	AT5G36450.1	AT5G36450	
AT4G13070	AT4G13070.1	AT4G13070	
AT5G40060	AT5G40060.1	AT5G40060	
AT5G40060	AT5G40060.2	AT5G40060	
AT1G46768	AT1G46768.3	AT1G46768	RAP2.1
AT1G46768	AT1G46768.2	AT1G46768	RAP2.1
AT1G46768	AT1G46768.1	AT1G46768	RAP2.1
AT1G69588	AT1G69588.1	AT1G69588	CLE45
AT1G79850	AT1G79850.1	AT1G79850	RPS17
AT4G00950	AT4G00950.1	AT4G00950	MEE47
AT3G22022	AT3G22022.1	AT3G22022	
AT2G20900	AT2G20900.2	AT2G20900	DGK5
AT2G20900	AT2G20900.1	AT2G20900	DGK5
AT2G20900	AT2G20900.4	AT2G20900	DGK5
AT2G20900	AT2G20900.3	AT2G20900	DGK5
AT2G26770	AT2G26770.1	AT2G26770	
AT2G26770	AT2G26770.3	AT2G26770	
AT2G26770	AT2G26770.2	AT2G26770	
AT4G22280	AT4G22280.1	AT4G22280	
AT4G22280	AT4G22280.2	AT4G22280	
AT3G12130	AT3G12130.1	AT3G12130	
AT3G12130	AT3G12130.2	AT3G12130	
AT1G73660	AT1G73660.1	AT1G73660	
AT2G34000	AT2G34000.1	AT2G34000	
AT4G04470	AT4G04470.2	AT4G04470	PMP22
AT4G04470	AT4G04470.1	AT4G04470	PMP22
AT2G14900	AT2G14900.1	AT2G14900	
AT5G52520	AT5G52520.1	AT5G52520	OVA6
AT5G42360	AT5G42360.1	AT5G42360	
AT2G18938	AT2G18938.1	AT2G18938	
AT1G19310	AT1G19310.1	AT1G19310	
AT1G33990	AT1G33990.1	AT1G33990	ATMES14
AT2G31985	AT2G31985.1	AT2G31985	
AT1G66245	AT1G66245.1	AT1G66245	
AT2G41210	AT2G41210.1	AT2G41210	PIP5K5
AT2G37340	AT2G37340.4	AT2G37340	RSZ33
AT2G37340	AT2G37340.6	AT2G37340	RSZ33
AT2G37340	AT2G37340.2	AT2G37340	RSZ33
AT2G37340	AT2G37340.3	AT2G37340	RSZ33
AT2G37340	AT2G37340.5	AT2G37340	RSZ33
AT2G37340	AT2G37340.1	AT2G37340	RSZ33
AT3G28710	AT3G28710.1	AT3G28710	
AT3G57660	AT3G57660.1	AT3G57660	NRPA1
AT3G57660	AT3G57660.2	AT3G57660	NRPA1
AT5G01560	AT5G01560.1	AT5G01560	LECRKA4.3
AT4G26701	AT4G26701.1	AT4G26701	
AT4G34412	AT4G34412.1	AT4G34412	
AT1G23350	AT1G23350.1	AT1G23350	
AT2G42850	AT2G42850.1	AT2G42850	CYP718
AT2G42850	AT2G42850.2	AT2G42850	CYP718
AT3G13530	AT3G13530.1	AT3G13530	MAPKKK7
AT2G07665	AT2G07665.1		
AT2G17442	AT2G17442.7	AT2G17442	
AT2G17442	AT2G17442.3	AT2G17442	
AT2G17442	AT2G17442.2	AT2G17442	
AT2G17442	AT2G17442.5	AT2G17442	
AT2G17442	AT2G17442.8	AT2G17442	
AT2G17442	AT2G17442.1	AT2G17442	
AT2G17442	AT2G17442.6	AT2G17442	
AT2G17442	AT2G17442.4	AT2G17442	
AT2G37640	AT2G37640.1	AT2G37640	ATEXPA3
AT2G37640	AT2G37640.2	AT2G37640	ATEXPA3
AT1G02640	AT1G02640.1	AT1G02640	BXL2
AT2G40000	AT2G40000.1	AT2G40000	HSPRO2
AT2G46570	AT2G46570.1	AT2G46570	LAC6
AT2G46570	AT2G46570.2	AT2G46570	LAC6
AT1G29830	AT1G29830.3	AT1G29830	
AT1G29830	AT1G29830.1	AT1G29830	
AT1G29830	AT1G29830.2	AT1G29830	
AT3G22200	AT3G22200.2	AT3G22200	POP2
AT3G22200	AT3G22200.1	AT3G22200	POP2
AT1G02630	AT1G02630.1	AT1G02630	
AT1G02630	AT1G02630.2	AT1G02630	
AT5G41280	AT5G41280.1	AT5G41280	
AT3G15700	AT3G15700.1	AT3G15700	
AT3G15700	AT3G15700.2	AT3G15700	
AT1G67680	AT1G67680.1	AT1G67680	
AT3G06330	AT3G06330.3	AT3G06330	
AT3G06330	AT3G06330.2	AT3G06330	
AT3G06330	AT3G06330.1	AT3G06330	
AT3G06330	AT3G06330.4	AT3G06330	
AT5G06220	AT5G06220.3	AT5G06220	
AT5G06220	AT5G06220.1	AT5G06220	
AT5G06220	AT5G06220.2	AT5G06220	
AT1G28120	AT1G28120.1	AT1G28120	
AT5G55010	AT5G55010.1	AT5G55010	
AT1G74040	AT1G74040.2	AT1G74040	IMS1
AT1G74040	AT1G74040.3	AT1G74040	IMS1
AT1G74040	AT1G74040.1	AT1G74040	IMS1
AT1G28230	AT1G28230.1	AT1G28230	PUP1
AT2G47980	AT2G47980.1	AT2G47980	SCC3
AT3G01470	AT3G01470.1	AT3G01470	ATHB-1
AT3G27300	AT3G27300.5	AT3G27300	G6PD5
AT3G27300	AT3G27300.2	AT3G27300	G6PD5
AT3G27300	AT3G27300.4	AT3G27300	G6PD5
AT3G27300	AT3G27300.3	AT3G27300	G6PD5
AT3G27300	AT3G27300.1	AT3G27300	G6PD5
AT5G22130	AT5G22130.1	AT5G22130	PNT1
AT5G22130	AT5G22130.3	AT5G22130	PNT1
AT5G22130	AT5G22130.2	AT5G22130	PNT1
AT4G16150	AT4G16150.1	AT4G16150	
AT5G37380	AT5G37380.9	AT5G37380	
AT5G37380	AT5G37380.3	AT5G37380	
AT5G37380	AT5G37380.5	AT5G37380	
AT5G37380	AT5G37380.1	AT5G37380	
AT5G37380	AT5G37380.6	AT5G37380	
AT5G37380	AT5G37380.2	AT5G37380	
AT5G37380	AT5G37380.7	AT5G37380	
AT5G37380	AT5G37380.4	AT5G37380	
AT5G37380	AT5G37380.8	AT5G37380	
AT1G64390	AT1G64390.1	AT1G64390	AtGH9C2
AT1G61190	AT1G61190.3	AT1G61190	
AT1G61190	AT1G61190.1	AT1G61190	
AT1G61190	AT1G61190.4	AT1G61190	
AT1G61190	AT1G61190.2	AT1G61190	
AT1G26690	AT1G26690.1	AT1G26690	
AT5G08160	AT5G08160.1	AT5G08160	ATPK3
AT5G08160	AT5G08160.2	AT5G08160	ATPK3
AT1G03280	AT1G03280.1	AT1G03280	
AT1G03280	AT1G03280.2	AT1G03280	
AT1G03280	AT1G03280.3	AT1G03280	
AT1G10155	AT1G10155.1	AT1G10155	ATPP2-A10
AT1G34047	AT1G34047.1	AT1G34047	
AT1G34047	AT1G34047.2	AT1G34047	
AT5G12010	AT5G12010.1	AT5G12010	
AT1G65250	AT1G65250.1	AT1G65250	
AT1G75940	AT1G75940.1	AT1G75940	ATA27
AT2G47115	AT2G47115.1	AT2G47115	
AT3G13300	AT3G13300.1	AT3G13300	VCS
AT3G13300	AT3G13300.2	AT3G13300	VCS
AT3G13300	AT3G13300.3	AT3G13300	VCS
AT4G13985	AT4G13985.1	AT4G13985	FBD1
AT1G71270	AT1G71270.1	AT1G71270	POK
AT2G43890	AT2G43890.1	AT2G43890	
AT3G58630	AT3G58630.1	AT3G58630	
AT3G58630	AT3G58630.2	AT3G58630	
AT5G44280	AT5G44280.1	AT5G44280	ATRING1A
AT5G44280	AT5G44280.3	AT5G44280	ATRING1A
AT5G44280	AT5G44280.2	AT5G44280	ATRING1A
AT2G18470	AT2G18470.2	AT2G18470	PERK4
AT2G18470	AT2G18470.3	AT2G18470	PERK4
AT2G18470	AT2G18470.1	AT2G18470	PERK4
AT2G18470	AT2G18470.4	AT2G18470	PERK4
AT3G28415	AT3G28415.1	AT3G28415	
AT3G28415	AT3G28415.2	AT3G28415	
AT1G64090	AT1G64090.2	AT1G64090	RTNLB3
AT1G64090	AT1G64090.1	AT1G64090	RTNLB3
AT2G03890	AT2G03890.2	AT2G03890	ATPI4K GAMMA 7
AT2G03890	AT2G03890.1	AT2G03890	ATPI4K GAMMA 7
AT2G19385	AT2G19385.1	AT2G19385	
AT1G08670	AT1G08670.1	AT1G08670	
AT1G08670	AT1G08670.2	AT1G08670	
AT3G21200	AT3G21200.1	AT3G21200	PGR7
AT4G20850	AT4G20850.1	AT4G20850	TPP2
AT3G50470	AT3G50470.1	AT3G50470	HR3
AT3G16980	AT3G16980.1	AT3G16980	NRPB9A
AT3G51940	AT3G51940.1	AT3G51940	
AT3G51940	AT3G51940.2	AT3G51940	
AT1G51520	AT1G51520.2	AT1G51520	
AT1G51520	AT1G51520.1	AT1G51520	
AT4G36470	AT4G36470.1	AT4G36470	
AT3G09863	AT3G09863.1	AT3G09863	
AT5G43760	AT5G43760.1	AT5G43760	KCS20
AT5G44650	AT5G44650.1	AT5G44650	CEST
AT3G13730	AT3G13730.1	AT3G13730	CYP90D1
AT3G13730	AT3G13730.2	AT3G13730	CYP90D1
AT4G36020	AT4G36020.2	AT4G36020	CSDP1
AT4G36020	AT4G36020.3	AT4G36020	CSDP1
AT4G36020	AT4G36020.1	AT4G36020	CSDP1
AT5G56250	AT5G56250.1	AT5G56250	HAP8
AT5G56250	AT5G56250.2	AT5G56250	HAP8
AT5G11412	AT5G11412.1	AT5G11412	
AT4G26288	AT4G26288.1	AT4G26288	
AT2G24210	AT2G24210.1	AT2G24210	TPS10
AT3G02065	AT3G02065.2	AT3G02065	
AT3G02065	AT3G02065.3	AT3G02065	
AT3G02065	AT3G02065.1	AT3G02065	
AT2G07565	AT2G07565.1		
AT3G05746	AT3G05746.1	AT3G05746	
AT5G04660	AT5G04660.1	AT5G04660	CYP77A4
AT3G61180	AT3G61180.1	AT3G61180	
AT1G30250	AT1G30250.1	AT1G30250	
AT5G54160	AT5G54160.1	AT5G54160	ATOMT1
AT1G16470	AT1G16470.2	AT1G16470	PAB1
AT1G16470	AT1G16470.1	AT1G16470	PAB1
AT5G38195	AT5G38195.1	AT5G38195	
AT1G56380	AT1G56380.1	AT1G56380	
AT1G56380	AT1G56380.2	AT1G56380	
AT5G58490	AT5G58490.1	AT5G58490	
AT2G19510	AT2G19510.1	AT2G19510	LBD8
AT5G43410	AT5G43410.1	AT5G43410	
AT4G36840	AT4G36840.2	AT4G36840	
AT4G36840	AT4G36840.1	AT4G36840	
AT5G63010	AT5G63010.1	AT5G63010	
AT4G38640	AT4G38640.1	AT4G38640	
AT3G04040	AT3G04040.1	AT3G04040	
AT4G33080	AT4G33080.2	AT4G33080	
AT4G33080	AT4G33080.1	AT4G33080	
AT4G16350	AT4G16350.1	AT4G16350	CBL6
AT4G16350	AT4G16350.2	AT4G16350	CBL6
AT3G60070	AT3G60070.1	AT3G60070	
AT3G60070	AT3G60070.2	AT3G60070	
AT3G60070	AT3G60070.5	AT3G60070	
AT3G60070	AT3G60070.4	AT3G60070	
AT3G60070	AT3G60070.3	AT3G60070	
AT3G60070	AT3G60070.6	AT3G60070	
AT2G27600	AT2G27600.1	AT2G27600	SKD1
AT4G28005	AT4G28005.1	AT4G28005	
AT2G44050	AT2G44050.1	AT2G44050	COS1
AT4G38800	AT4G38800.1	AT4G38800	ATMTN1
AT4G01650	AT4G01650.2	AT4G01650	
AT4G01650	AT4G01650.3	AT4G01650	
AT4G01650	AT4G01650.1	AT4G01650	
AT1G65910	AT1G65910.1	AT1G65910	anac028
AT3G11750	AT3G11750.1	AT3G11750	FOLB1
AT5G05040	AT5G05040.1	AT5G05040	
AT3G61200	AT3G61200.1	AT3G61200	
AT5G52160	AT5G52160.1	AT5G52160	
AT2G25670	AT2G25670.1	AT2G25670	
AT2G25670	AT2G25670.2	AT2G25670	
AT2G45640	AT2G45640.2	AT2G45640	SAP18
AT2G45640	AT2G45640.1	AT2G45640	SAP18
AT1G47271	AT1G47271.1	AT1G47271	
AT5G36960	AT5G36960.1	AT5G36960	
AT4G28068	AT4G28068.1	AT4G28068	
AT1G35580	AT1G35580.1	AT1G35580	CINV1
AT1G35580	AT1G35580.3	AT1G35580	CINV1
AT1G35580	AT1G35580.2	AT1G35580	CINV1
AT3G07150	AT3G07150.1	AT3G07150	
ATMG00740	ATMG00740.1	ATMG00740	ORF100A
AT4G26800	AT4G26800.2	AT4G26800	
AT4G26800	AT4G26800.3	AT4G26800	
AT4G26800	AT4G26800.1	AT4G26800	
AT5G43120	AT5G43120.2	AT5G43120	
AT5G43120	AT5G43120.1	AT5G43120	
AT2G36880	AT2G36880.1	AT2G36880	MAT3
AT2G36880	AT2G36880.2	AT2G36880	MAT3
AT5G57040	AT5G57040.1	AT5G57040	
AT1G61540	AT1G61540.1	AT1G61540	
AT1G65580	AT1G65580.2	AT1G65580	FRA3
AT1G65580	AT1G65580.1	AT1G65580	FRA3
AT2G35690	AT2G35690.1	AT2G35690	ACX5
AT1G63330	AT1G63330.2	AT1G63330	
AT1G63330	AT1G63330.1	AT1G63330	
AT1G63330	AT1G63330.3	AT1G63330	
AT1G65790	AT1G65790.2	AT1G65790	ARK1
AT1G65790	AT1G65790.3	AT1G65790	ARK1
AT1G65790	AT1G65790.1	AT1G65790	ARK1
AT1G50140	AT1G50140.5	AT1G50140	
AT1G50140	AT1G50140.2	AT1G50140	
AT1G50140	AT1G50140.4	AT1G50140	
AT1G50140	AT1G50140.1	AT1G50140	
AT1G50140	AT1G50140.3	AT1G50140	
AT4G22690	AT4G22690.1	AT4G22690	CYP706A1
AT2G27250	AT2G27250.3	AT2G27250	CLV3
AT2G27250	AT2G27250.1	AT2G27250	CLV3
AT2G27250	AT2G27250.2	AT2G27250	CLV3
AT5G02880	AT5G02880.2	AT5G02880	UPL4
AT5G02880	AT5G02880.1	AT5G02880	UPL4
AT1G22010	AT1G22010.1	AT1G22010	
AT3G21450	AT3G21450.1	AT3G21450	
AT3G19950	AT3G19950.1	AT3G19950	
AT3G19950	AT3G19950.3	AT3G19950	
AT3G19950	AT3G19950.2	AT3G19950	
AT1G08410	AT1G08410.1	AT1G08410	
AT1G11530	AT1G11530.1	AT1G11530	ATCXXS1
AT3G19250	AT3G19250.1	AT3G19250	
AT1G75130	AT1G75130.1	AT1G75130	CYP721A1
AT5G28680	AT5G28680.2	AT5G28680	ANX2
AT5G28680	AT5G28680.1	AT5G28680	ANX2
AT5G35940	AT5G35940.1	AT5G35940	
AT2G04300	AT2G04300.2	AT2G04300	
AT2G04300	AT2G04300.1	AT2G04300	
AT4G02200	AT4G02200.2	AT4G02200	
AT4G02200	AT4G02200.1	AT4G02200	
AT4G02200	AT4G02200.3	AT4G02200	
AT5G18920	AT5G18920.1	AT5G18920	
AT5G18920	AT5G18920.2	AT5G18920	
ATCG00730	ATCG00730.1	ATCG00730	PETD
AT1G22550	AT1G22550.1	AT1G22550	
ATMG00370	ATMG00370.1	ATMG00370	ORF199
AT2G37440	AT2G37440.3	AT2G37440	
AT2G37440	AT2G37440.2	AT2G37440	
AT2G37440	AT2G37440.1	AT2G37440	
AT2G30766	AT2G30766.2	AT2G30766	
AT2G30766	AT2G30766.1	AT2G30766	
AT3G61220	AT3G61220.3	AT3G61220	
AT3G61220	AT3G61220.1	AT3G61220	
AT3G61220	AT3G61220.2	AT3G61220	
AT4G02610	AT4G02610.1	AT4G02610	
AT2G20700	AT2G20700.1	AT2G20700	LLG2
AT5G63520	AT5G63520.1	AT5G63520	
AT2G30660	AT2G30660.2	AT2G30660	
AT2G30660	AT2G30660.1	AT2G30660	
AT5G66880	AT5G66880.2	AT5G66880	SNRK2-3
AT5G66880	AT5G66880.1	AT5G66880	SNRK2-3
AT1G73190	AT1G73190.1	AT1G73190	ALPHA-TIP
AT5G48450	AT5G48450.1	AT5G48450	sks3
AT5G48450	AT5G48450.2	AT5G48450	sks3
AT1G54095	AT1G54095.1	AT1G54095	
AT2G35650	AT2G35650.1	AT2G35650	ATCSLA07
AT2G35650	AT2G35650.2	AT2G35650	ATCSLA07
AT2G35650	AT2G35650.3	AT2G35650	ATCSLA07
AT2G35650	AT2G35650.4	AT2G35650	ATCSLA07
AT2G34050	AT2G34050.1	AT2G34050	
AT4G00440	AT4G00440.5	AT4G00440	
AT4G00440	AT4G00440.2	AT4G00440	
AT4G00440	AT4G00440.3	AT4G00440	
AT4G00440	AT4G00440.1	AT4G00440	
AT4G00440	AT4G00440.4	AT4G00440	
AT1G31120	AT1G31120.1	AT1G31120	KUP10
AT3G03730	AT3G03730.1	AT3G03730	
AT5G14930	AT5G14930.2	AT5G14930	SAG101
AT5G14930	AT5G14930.1	AT5G14930	SAG101
AT5G14930	AT5G14930.3	AT5G14930	SAG101
AT2G03822	AT2G03822.1	AT2G03822	
AT3G26770	AT3G26770.1	AT3G26770	
AT1G03150	AT1G03150.1	AT1G03150	
AT2G32460	AT2G32460.1	AT2G32460	MYB101
AT2G32460	AT2G32460.2	AT2G32460	MYB101
AT1G27980	AT1G27980.1	AT1G27980	DPL1
AT3G29185	AT3G29185.2	AT3G29185	
AT3G29185	AT3G29185.1	AT3G29185	
AT2G22520	AT2G22520.2	AT2G22520	
AT2G22520	AT2G22520.1	AT2G22520	
AT1G52220	AT1G52220.4	AT1G52220	
AT1G52220	AT1G52220.1	AT1G52220	
AT1G52220	AT1G52220.3	AT1G52220	
AT1G52220	AT1G52220.2	AT1G52220	
AT2G36790	AT2G36790.1	AT2G36790	UGT73C6
AT5G55508	AT5G55508.1	AT5G55508	
AT3G01180	AT3G01180.1	AT3G01180	AtSS2
AT5G27050	AT5G27050.1	AT5G27050	AGL101
AT3G43440	AT3G43440.1	AT3G43440	JAZ11
AT3G43440	AT3G43440.2	AT3G43440	JAZ11
AT3G11900	AT3G11900.1	AT3G11900	ANT1
AT3G11900	AT3G11900.2	AT3G11900	ANT1
AT3G49670	AT3G49670.1	AT3G49670	BAM2
AT2G17140	AT2G17140.2	AT2G17140	
AT2G17140	AT2G17140.1	AT2G17140	
AT3G28290	AT3G28290.1	AT3G28290	AT14A
AT2G39230	AT2G39230.1	AT2G39230	LOJ
AT2G25850	AT2G25850.1	AT2G25850	PAPS2
AT2G25850	AT2G25850.5	AT2G25850	PAPS2
AT2G25850	AT2G25850.3	AT2G25850	PAPS2
AT2G25850	AT2G25850.9	AT2G25850	PAPS2
AT2G25850	AT2G25850.2	AT2G25850	PAPS2
AT2G25850	AT2G25850.8	AT2G25850	PAPS2
AT2G25850	AT2G25850.4	AT2G25850	PAPS2
AT2G25850	AT2G25850.7	AT2G25850	PAPS2
AT2G25850	AT2G25850.6	AT2G25850	PAPS2
AT1G31960	AT1G31960.1	AT1G31960	
AT5G06630	AT5G06630.1	AT5G06630	
AT4G11460	AT4G11460.3	AT4G11460	CRK30
AT4G11460	AT4G11460.2	AT4G11460	CRK30
AT4G11460	AT4G11460.1	AT4G11460	CRK30
AT1G56440	AT1G56440.2	AT1G56440	TPR5
AT1G56440	AT1G56440.1	AT1G56440	TPR5
AT5G63040	AT5G63040.2	AT5G63040	
AT5G63040	AT5G63040.1	AT5G63040	
AT1G04540	AT1G04540.1	AT1G04540	
AT3G63520	AT3G63520.1	AT3G63520	CCD1
AT1G80140	AT1G80140.1	AT1G80140	
AT1G64280	AT1G64280.1	AT1G64280	NPR1
AT1G22910	AT1G22910.1	AT1G22910	
AT1G22910	AT1G22910.2	AT1G22910	
AT1G22910	AT1G22910.4	AT1G22910	
AT1G22910	AT1G22910.3	AT1G22910	
AT3G14980	AT3G14980.2	AT3G14980	
AT3G14980	AT3G14980.5	AT3G14980	
AT3G14980	AT3G14980.4	AT3G14980	
AT3G14980	AT3G14980.1	AT3G14980	
AT3G14980	AT3G14980.6	AT3G14980	
AT3G14980	AT3G14980.3	AT3G14980	
AT2G22905	AT2G22905.1	AT2G22905	
AT3G04330	AT3G04330.1	AT3G04330	
AT1G77850	AT1G77850.1	AT1G77850	ARF17
AT1G77850	AT1G77850.2	AT1G77850	ARF17
AT2G39740	AT2G39740.1	AT2G39740	
AT2G39740	AT2G39740.2	AT2G39740	
AT2G39740	AT2G39740.3	AT2G39740	
AT3G52860	AT3G52860.1	AT3G52860	
AT5G23840	AT5G23840.1	AT5G23840	
AT5G23840	AT5G23840.2	AT5G23840	
AT1G35510	AT1G35510.1	AT1G35510	
AT2G28270	AT2G28270.1	AT2G28270	
AT4G12340	AT4G12340.1	AT4G12340	
AT1G49510	AT1G49510.1	AT1G49510	emb1273
AT1G49510	AT1G49510.3	AT1G49510	emb1273
AT1G49510	AT1G49510.2	AT1G49510	emb1273
AT2G47310	AT2G47310.1	AT2G47310	
AT1G26930	AT1G26930.1	AT1G26930	
AT1G26930	AT1G26930.2	AT1G26930	
AT3G24550	AT3G24550.1	AT3G24550	ATPERK1
AT5G06660	AT5G06660.1	AT5G06660	
AT5G13430	AT5G13430.1	AT5G13430	
AT3G55210	AT3G55210.1	AT3G55210	anac063
AT1G60815	AT1G60815.1	AT1G60815	RALFL7
AT3G48380	AT3G48380.3	AT3G48380	
AT3G48380	AT3G48380.2	AT3G48380	
AT3G48380	AT3G48380.1	AT3G48380	
AT1G24460	AT1G24460.2	AT1G24460	
AT1G24460	AT1G24460.1	AT1G24460	
AT5G19590	AT5G19590.2	AT5G19590	
AT5G19590	AT5G19590.1	AT5G19590	
AT5G19890	AT5G19890.1	AT5G19890	
AT4G38310	AT4G38310.1	AT4G38310	
